"Time","NumberOfCreaturesAlive","NumberOfSpeciesAlive","NumberOfCreaturesBorn","NumberOfCreaturesDeath"
"23310","1528","21","2687","1159"
"23311","1532","21","2691","1159"
"23312","1534","21","2693","1159"
"23313","1537","21","2696","1159"
"23318","1538","21","2697","1159"
"23320","1539","21","2698","1159"
"23326","1538","21","2698","1160"
"23327","1537","21","2698","1161"
"23340","1538","21","2699","1161"
"23341","1539","21","2700","1161"
"23356","1538","21","2700","1162"
"23357","1539","21","2701","1162"
"23358","1540","21","2704","1164"
"23359","1538","21","2705","1167"
"23360","1536","21","2707","1171"
"23361","1536","21","2710","1174"
"23362","1536","21","2711","1175"
"23373","1537","21","2712","1175"
"23374","1537","21","2713","1176"
"23375","1536","21","2713","1177"
"23377","1537","21","2714","1177"
"23378","1539","21","2716","1177"
"23379","1538","21","2716","1178"
"23386","1539","21","2717","1178"
"23389","1538","21","2717","1179"
"23390","1539","21","2718","1179"
"23406","1538","21","2718","1180"
"23408","1538","21","2720","1182"
"23409","1540","21","2723","1183"
"23410","1542","21","2725","1183"
"23411","1543","21","2728","1185"
"23412","1544","21","2729","1185"
"23413","1547","21","2732","1185"
"23416","1548","21","2733","1185"
"23425","1549","21","2734","1185"
"23427","1548","21","2734","1186"
"23434","1547","21","2734","1187"
"23438","1548","21","2735","1187"
"23457","1548","21","2736","1188"
"23458","1547","21","2737","1190"
"23459","1546","21","2738","1192"
"23460","1548","21","2741","1193"
"23461","1549","21","2743","1194"
"23462","1551","21","2746","1195"
"23467","1550","21","2746","1196"
"23471","1551","21","2747","1196"
"23474","1552","21","2748","1196"
"23475","1551","21","2748","1197"
"23477","1552","21","2749","1197"
"23509","1555","21","2754","1199"
"23510","1557","21","2758","1201"
"23511","1559","21","2761","1202"
"23512","1563","21","2766","1203"
"23513","1564","21","2767","1203"
"23514","1565","21","2768","1203"
"23518","1564","21","2768","1204"
"23522","1565","21","2769","1204"
"23524","1564","21","2769","1205"
"23525","1565","21","2770","1205"
"23549","1566","21","2771","1205"
"23551","1567","21","2772","1205"
"23556","1566","21","2772","1206"
"23557","1565","21","2774","1209"
"23558","1565","21","2778","1213"
"23559","1566","21","2780","1214"
"23560","1566","21","2784","1218"
"23561","1567","21","2785","1218"
"23562","1569","21","2787","1218"
"23570","1570","21","2788","1218"
"23587","1571","21","2789","1218"
"23604","1572","21","2790","1218"
"23607","1571","21","2790","1219"
"23608","1569","21","2790","1221"
"23609","1570","21","2791","1221"
"23610","1571","21","2792","1221"
"23611","1571","21","2793","1222"
"23612","1573","21","2795","1222"
"23613","1574","21","2796","1222"
"23619","1575","21","2797","1222"
"23622","1576","21","2798","1222"
"23623","1575","21","2798","1223"
"23626","1576","21","2799","1223"
"23635","1577","21","2800","1223"
"23636","1578","21","2801","1223"
"23645","1579","21","2802","1223"
"23657","1579","21","2803","1224"
"23658","1577","21","2803","1226"
"23659","1575","21","2803","1228"
"23660","1574","21","2805","1231"
"23661","1578","21","2809","1231"
"23663","1579","21","2810","1231"
"23670","1578","21","2810","1232"
"23707","1576","21","2810","1234"
"23708","1577","21","2814","1237"
"23709","1576","21","2816","1240"
"23710","1576","21","2818","1242"
"23711","1578","21","2820","1242"
"23712","1578","21","2821","1243"
"23713","1580","21","2823","1243"
"23718","1581","21","2824","1243"
"23724","1582","21","2825","1243"
"23727","1583","21","2826","1243"
"23730","1584","21","2827","1243"
"23756","1583","21","2827","1244"
"23758","1579","21","2827","1248"
"23759","1576","21","2830","1254"
"23760","1578","21","2834","1256"
"23761","1580","21","2837","1257"
"23762","1581","21","2838","1257"
"23763","1582","21","2839","1257"
"23764","1583","21","2840","1257"
"23770","1584","21","2841","1257"
"23804","1585","21","2842","1257"
"23805","1586","21","2843","1257"
"23808","1587","21","2845","1258"
"23809","1591","21","2851","1260"
"23810","1590","21","2854","1264"
"23811","1596","21","2861","1265"
"23812","1603","21","2868","1265"
"23816","1602","21","2868","1266"
"23817","1604","21","2870","1266"
"23822","1605","21","2871","1266"
"23825","1606","21","2872","1266"
"23827","1607","21","2873","1266"
"23842","1608","21","2874","1266"
"23853","1609","21","2875","1266"
"23854","1610","21","2876","1266"
"23855","1611","21","2877","1266"
"23857","1612","21","2878","1266"
"23858","1611","21","2878","1267"
"23859","1608","21","2878","1270"
"23860","1611","21","2881","1270"
"23861","1612","21","2882","1270"
"23862","1613","21","2883","1270"
"23863","1614","21","2884","1270"
"23864","1615","21","2885","1270"
"23879","1614","21","2885","1271"
"23880","1616","21","2887","1271"
"23899","1617","21","2888","1271"
"23907","1616","21","2888","1272"
"23908","1619","21","2891","1272"
"23909","1616","21","2891","1275"
"23910","1617","21","2894","1277"
"23911","1620","21","2897","1277"
"23912","1620","21","2898","1278"
"23914","1621","21","2899","1278"
"23916","1623","21","2901","1278"
"23927","1622","21","2901","1279"
"23928","1621","21","2901","1280"
"23929","1623","21","2903","1280"
"23936","1624","21","2904","1280"
"23945","1623","21","2904","1281"
"23959","1624","21","2905","1281"
"23960","1625","21","2907","1282"
"23961","1628","21","2911","1283"
"23963","1629","21","2912","1283"
"23978","1630","21","2913","1283"
"23996","1631","21","2914","1283"
"24004","1630","21","2914","1284"
"24008","1629","21","2915","1286"
"24009","1628","21","2916","1288"
"24010","1630","21","2919","1289"
"24011","1634","21","2923","1289"
"24012","1634","21","2924","1290"
"24013","1634","21","2925","1291"
"24014","1635","21","2926","1291"
"24015","1636","21","2927","1291"
"24029","1635","21","2927","1292"
"24036","1636","21","2928","1292"
"24043","1635","21","2928","1293"
"24057","1633","21","2928","1295"
"24058","1634","21","2932","1298"
"24059","1636","21","2937","1301"
"24060","1636","21","2940","1304"
"24061","1635","21","2944","1309"
"24062","1636","21","2946","1310"
"24065","1637","21","2947","1310"
"24077","1636","21","2947","1311"
"24081","1637","21","2948","1311"
"24090","1638","21","2949","1311"
"24095","1637","21","2949","1312"
"24107","1638","21","2950","1312"
"24108","1636","21","2952","1316"
"24109","1636","20","2955","1319"
"24110","1637","20","2958","1321"
"24111","1639","21","2961","1322"
"24112","1642","21","2964","1322"
"24122","1641","21","2964","1323"
"24123","1640","21","2964","1324"
"24135","1639","21","2964","1325"
"24137","1638","21","2964","1326"
"24140","1637","21","2964","1327"
"24146","1638","21","2965","1327"
"24157","1637","21","2965","1328"
"24158","1637","21","2967","1330"
"24159","1639","21","2969","1330"
"24160","1642","21","2974","1332"
"24161","1643","21","2978","1335"
"24162","1645","21","2980","1335"
"24163","1646","21","2981","1335"
"24165","1645","21","2981","1336"
"24177","1646","21","2982","1336"
"24184","1647","21","2983","1336"
"24185","1648","21","2984","1336"
"24189","1647","21","2984","1337"
"24207","1644","21","2984","1340"
"24208","1644","21","2985","1341"
"24209","1643","21","2987","1344"
"24210","1641","21","2988","1347"
"24211","1643","21","2990","1347"
"24212","1646","21","2993","1347"
"24213","1648","21","2995","1347"
"24214","1649","21","2996","1347"
"24225","1650","21","2997","1347"
"24233","1649","21","2997","1348"
"24235","1650","21","2998","1348"
"24239","1651","21","2999","1348"
"24240","1652","21","3000","1348"
"24241","1651","21","3000","1349"
"24244","1652","21","3001","1349"
"24253","1651","21","3001","1350"
"24257","1650","21","3001","1351"
"24258","1651","21","3004","1353"
"24259","1651","21","3005","1354"
"24260","1657","21","3011","1354"
"24261","1658","21","3012","1354"
"24262","1660","21","3014","1354"
"24263","1661","21","3015","1354"
"24276","1660","21","3015","1355"
"24301","1661","21","3016","1355"
"24307","1660","21","3016","1356"
"24308","1660","21","3017","1357"
"24309","1658","21","3019","1361"
"24310","1660","21","3022","1362"
"24311","1666","21","3029","1363"
"24312","1665","20","3032","1367"
"24313","1668","20","3035","1367"
"24314","1670","20","3037","1367"
"24324","1671","20","3038","1367"
"24326","1672","20","3039","1367"
"24343","1673","20","3040","1367"
"24354","1673","20","3041","1368"
"24355","1674","20","3042","1368"
"24357","1673","20","3042","1369"
"24358","1670","20","3042","1372"
"24359","1674","20","3046","1372"
"24360","1674","20","3049","1375"
"24361","1675","20","3051","1376"
"24362","1676","20","3052","1376"
"24363","1675","20","3053","1378"
"24369","1676","20","3054","1378"
"24370","1677","20","3055","1378"
"24371","1678","20","3056","1378"
"24377","1679","20","3057","1378"
"24379","1680","20","3058","1378"
"24384","1679","20","3058","1379"
"24392","1680","20","3059","1379"
"24396","1681","20","3060","1379"
"24404","1680","20","3060","1380"
"24407","1678","20","3060","1382"
"24408","1675","20","3060","1385"
"24409","1675","20","3062","1387"
"24410","1677","20","3067","1390"
"24411","1678","20","3070","1392"
"24412","1683","20","3075","1392"
"24413","1684","20","3076","1392"
"24415","1685","20","3077","1392"
"24451","1686","20","3078","1392"
"24456","1685","20","3078","1393"
"24457","1684","20","3080","1396"
"24458","1684","20","3082","1398"
"24459","1685","20","3085","1400"
"24460","1691","20","3093","1402"
"24461","1696","20","3101","1405"
"24462","1698","20","3103","1405"
"24463","1699","20","3104","1405"
"24464","1700","20","3105","1405"
"24474","1701","20","3106","1405"
"24480","1702","20","3107","1405"
"24482","1703","20","3108","1405"
"24494","1704","20","3109","1405"
"24501","1703","20","3109","1406"
"24504","1704","20","3110","1406"
"24508","1706","20","3112","1406"
"24509","1707","20","3113","1406"
"24510","1707","20","3116","1409"
"24511","1711","20","3120","1409"
"24512","1711","20","3121","1410"
"24513","1712","20","3122","1410"
"24514","1713","20","3123","1410"
"24517","1714","20","3124","1410"
"24543","1716","20","3126","1410"
"24547","1715","20","3126","1411"
"24557","1713","20","3126","1413"
"24558","1713","20","3127","1414"
"24559","1713","20","3130","1417"
"24560","1712","20","3132","1420"
"24561","1711","20","3134","1423"
"24562","1710","20","3134","1424"
"24563","1711","20","3135","1424"
"24564","1712","20","3136","1424"
"24573","1713","20","3137","1424"
"24585","1712","20","3137","1425"
"24588","1713","20","3138","1425"
"24590","1714","20","3139","1425"
"24592","1715","20","3140","1425"
"24595","1716","20","3141","1425"
"24596","1717","20","3142","1425"
"24597","1718","20","3143","1425"
"24606","1719","20","3144","1425"
"24608","1719","20","3145","1426"
"24609","1719","20","3147","1428"
"24610","1721","20","3151","1430"
"24611","1720","20","3153","1433"
"24612","1722","20","3155","1433"
"24613","1723","20","3156","1433"
"24622","1722","20","3156","1434"
"24625","1723","20","3157","1434"
"24626","1722","20","3157","1435"
"24635","1721","20","3157","1436"
"24641","1722","20","3158","1436"
"24642","1723","20","3159","1436"
"24657","1725","20","3161","1436"
"24658","1727","20","3164","1437"
"24659","1728","20","3166","1438"
"24660","1729","20","3169","1440"
"24661","1734","20","3174","1440"
"24662","1733","20","3175","1442"
"24663","1735","20","3177","1442"
"24664","1736","20","3178","1442"
"24685","1735","20","3178","1443"
"24698","1734","20","3178","1444"
"24701","1735","20","3179","1444"
"24702","1736","20","3180","1444"
"24707","1734","20","3180","1446"
"24708","1736","20","3182","1446"
"24709","1736","20","3184","1448"
"24710","1738","20","3188","1450"
"24711","1741","20","3191","1450"
"24712","1740","20","3191","1451"
"24713","1741","20","3192","1451"
"24714","1742","20","3193","1451"
"24744","1743","20","3194","1451"
"24747","1741","20","3194","1453"
"24748","1741","20","3195","1454"
"24749","1740","20","3195","1455"
"24753","1741","20","3196","1455"
"24754","1742","20","3197","1455"
"24757","1741","20","3197","1456"
"24758","1742","20","3198","1456"
"24759","1743","20","3202","1459"
"24760","1743","20","3204","1461"
"24761","1745","20","3206","1461"
"24762","1746","20","3207","1461"
"24764","1748","20","3209","1461"
"24765","1749","20","3210","1461"
"24777","1750","20","3211","1461"
"24779","1751","20","3212","1461"
"24789","1753","20","3214","1461"
"24794","1752","20","3214","1462"
"24800","1751","20","3214","1463"
"24801","1753","20","3216","1463"
"24802","1754","20","3217","1463"
"24807","1755","20","3218","1463"
"24808","1754","20","3219","1465"
"24809","1752","20","3220","1468"
"24810","1751","20","3220","1469"
"24811","1752","20","3222","1470"
"24812","1755","20","3226","1471"
"24814","1757","20","3228","1471"
"24815","1758","20","3229","1471"
"24823","1759","20","3230","1471"
"24833","1761","20","3232","1471"
"24835","1762","20","3233","1471"
"24844","1763","20","3234","1471"
"24845","1764","20","3235","1471"
"24847","1765","20","3236","1471"
"24849","1766","20","3237","1471"
"24852","1767","20","3238","1471"
"24858","1766","20","3238","1472"
"24859","1771","20","3245","1474"
"24860","1773","20","3250","1477"
"24861","1775","20","3254","1479"
"24862","1774","20","3254","1480"
"24863","1776","20","3257","1481"
"24864","1777","20","3258","1481"
"24873","1776","20","3258","1482"
"24876","1775","20","3258","1483"
"24878","1774","20","3258","1484"
"24881","1773","20","3258","1485"
"24895","1774","20","3259","1485"
"24896","1775","20","3260","1485"
"24897","1776","20","3261","1485"
"24905","1775","20","3261","1486"
"24907","1776","20","3262","1486"
"24908","1777","20","3263","1486"
"24909","1777","20","3265","1488"
"24910","1778","20","3267","1489"
"24911","1779","20","3270","1491"
"24912","1780","20","3271","1491"
"24913","1782","20","3273","1491"
"24924","1783","20","3274","1491"
"24927","1784","20","3275","1491"
"24928","1785","20","3276","1491"
"24929","1786","20","3277","1491"
"24945","1787","20","3278","1491"
"24949","1788","20","3279","1491"
"24957","1789","20","3280","1491"
"24958","1791","20","3282","1491"
"24959","1791","20","3283","1492"
"24960","1790","20","3287","1497"
"24961","1792","20","3290","1498"
"24962","1793","20","3292","1499"
"24963","1794","20","3294","1500"
"24974","1793","20","3294","1501"
"24978","1792","20","3294","1502"
"24982","1793","20","3295","1502"
"24991","1792","20","3295","1503"
"24992","1791","20","3295","1504"
"24993","1790","20","3295","1505"
"24999","1789","20","3295","1506"
"25000","1790","20","3296","1506"
"25005","1791","20","3297","1506"
"25008","1790","20","3297","1507"
"25009","1789","20","3299","1510"
"25010","1788","20","3299","1511"
"25011","1790","20","3301","1511"
"25012","1793","20","3305","1512"
"25013","1794","20","3306","1512"
"25014","1796","20","3308","1512"
"25017","1797","20","3309","1512"
"25028","1796","20","3309","1513"
"25029","1797","20","3310","1513"
"25034","1798","20","3311","1513"
"25043","1799","20","3312","1513"
"25050","1800","20","3313","1513"
"25058","1797","20","3313","1516"
"25059","1799","20","3316","1517"
"25060","1794","20","3317","1523"
"25061","1794","20","3319","1525"
"25062","1797","20","3322","1525"
"25063","1799","20","3324","1525"
"25069","1800","20","3325","1525"
"25070","1801","20","3326","1525"
"25071","1802","20","3327","1525"
"25080","1801","20","3327","1526"
"25086","1800","20","3327","1527"
"25090","1799","20","3327","1528"
"25107","1799","20","3328","1529"
"25108","1800","20","3331","1531"
"25109","1802","20","3337","1535"
"25110","1807","20","3345","1538"
"25111","1807","20","3346","1539"
"25112","1808","20","3347","1539"
"25113","1808","20","3348","1540"
"25128","1809","20","3349","1540"
"25141","1808","20","3349","1541"
"25143","1809","20","3350","1541"
"25152","1811","20","3352","1541"
"25155","1812","20","3353","1541"
"25158","1811","20","3353","1542"
"25159","1811","20","3355","1544"
"25160","1814","20","3359","1545"
"25161","1816","20","3361","1545"
"25162","1821","20","3367","1546"
"25163","1825","20","3372","1547"
"25164","1826","20","3373","1547"
"25165","1827","20","3374","1547"
"25171","1828","20","3375","1547"
"25174","1827","20","3375","1548"
"25176","1829","20","3377","1548"
"25177","1830","20","3378","1548"
"25178","1831","20","3379","1548"
"25189","1832","20","3380","1548"
"25191","1833","20","3381","1548"
"25201","1832","20","3381","1549"
"25208","1830","20","3381","1551"
"25209","1829","20","3384","1555"
"25210","1829","20","3388","1559"
"25211","1833","20","3394","1561"
"25212","1836","20","3397","1561"
"25213","1838","20","3399","1561"
"25214","1840","20","3401","1561"
"25217","1841","20","3402","1561"
"25220","1842","20","3403","1561"
"25226","1843","20","3404","1561"
"25235","1844","20","3405","1561"
"25239","1843","20","3405","1562"
"25251","1842","20","3405","1563"
"25253","1841","20","3405","1564"
"25254","1841","20","3406","1565"
"25255","1842","20","3407","1565"
"25256","1843","20","3408","1565"
"25258","1842","20","3409","1567"
"25259","1839","20","3411","1572"
"25260","1842","20","3415","1573"
"25261","1840","20","3417","1577"
"25262","1842","20","3419","1577"
"25263","1843","20","3420","1577"
"25264","1844","20","3421","1577"
"25278","1845","20","3422","1577"
"25286","1844","20","3422","1578"
"25287","1844","20","3423","1579"
"25288","1845","20","3424","1579"
"25290","1846","20","3425","1579"
"25292","1847","20","3426","1579"
"25302","1848","20","3427","1579"
"25309","1848","20","3429","1581"
"25310","1850","20","3432","1582"
"25311","1850","20","3435","1585"
"25312","1851","20","3436","1585"
"25313","1854","20","3439","1585"
"25314","1855","20","3440","1585"
"25324","1856","20","3441","1585"
"25335","1857","20","3442","1585"
"25336","1856","20","3442","1586"
"25337","1857","20","3443","1586"
"25342","1856","20","3443","1587"
"25348","1855","20","3443","1588"
"25350","1856","20","3444","1588"
"25358","1856","20","3446","1590"
"25359","1856","20","3447","1591"
"25360","1851","20","3447","1596"
"25361","1853","20","3449","1596"
"25362","1855","20","3452","1597"
"25364","1857","20","3454","1597"
"25366","1858","20","3455","1597"
"25372","1860","20","3457","1597"
"25390","1859","20","3457","1598"
"25406","1858","20","3457","1599"
"25408","1859","20","3458","1599"
"25409","1860","20","3464","1604"
"25410","1858","20","3466","1608"
"25411","1860","20","3470","1610"
"25412","1863","20","3474","1611"
"25413","1865","20","3476","1611"
"25414","1867","20","3478","1611"
"25424","1868","20","3479","1611"
"25426","1867","20","3479","1612"
"25435","1868","20","3480","1612"
"25447","1868","20","3481","1613"
"25449","1869","20","3482","1613"
"25456","1869","20","3483","1614"
"25458","1868","20","3484","1616"
"25459","1869","20","3486","1617"
"25460","1870","20","3489","1619"
"25461","1870","20","3493","1623"
"25462","1871","20","3495","1624"
"25463","1873","20","3497","1624"
"25465","1874","20","3498","1624"
"25468","1873","20","3498","1625"
"25470","1872","20","3498","1626"
"25471","1873","20","3499","1626"
"25473","1874","20","3500","1626"
"25474","1873","20","3500","1627"
"25483","1872","20","3500","1628"
"25485","1873","20","3501","1628"
"25487","1874","20","3502","1628"
"25491","1875","20","3503","1628"
"25496","1874","20","3503","1629"
"25497","1876","20","3505","1629"
"25507","1875","20","3505","1630"
"25508","1876","20","3508","1632"
"25509","1876","20","3509","1633"
"25510","1875","20","3510","1635"
"25511","1871","20","3514","1643"
"25512","1873","20","3516","1643"
"25513","1876","20","3519","1643"
"25525","1877","20","3520","1643"
"25531","1876","20","3520","1644"
"25532","1878","20","3522","1644"
"25533","1879","20","3523","1644"
"25534","1880","20","3524","1644"
"25541","1879","20","3524","1645"
"25544","1878","20","3524","1646"
"25557","1877","20","3524","1647"
"25558","1877","20","3526","1649"
"25559","1880","20","3529","1649"
"25560","1876","20","3533","1657"
"25561","1875","20","3534","1659"
"25562","1877","20","3537","1660"
"25563","1878","20","3538","1660"
"25565","1879","20","3539","1660"
"25570","1880","20","3540","1660"
"25571","1881","20","3541","1660"
"25581","1883","20","3543","1660"
"25582","1884","20","3544","1660"
"25591","1883","20","3544","1661"
"25592","1882","20","3544","1662"
"25593","1883","20","3545","1662"
"25594","1884","20","3546","1662"
"25607","1881","20","3546","1665"
"25608","1881","20","3548","1667"
"25609","1880","20","3549","1669"
"25610","1878","20","3552","1674"
"25611","1880","20","3555","1675"
"25612","1883","20","3558","1675"
"25613","1885","20","3560","1675"
"25616","1888","20","3563","1675"
"25626","1887","20","3563","1676"
"25629","1886","20","3563","1677"
"25631","1887","20","3564","1677"
"25640","1886","20","3564","1678"
"25641","1885","20","3564","1679"
"25642","1885","20","3565","1680"
"25643","1886","20","3566","1680"
"25650","1888","20","3568","1680"
"25654","1889","20","3569","1680"
"25657","1888","20","3569","1681"
"25658","1888","20","3570","1682"
"25659","1887","20","3572","1685"
"25660","1891","20","3576","1685"
"25661","1895","20","3582","1687"
"25662","1898","20","3587","1689"
"25663","1900","20","3589","1689"
"25664","1901","20","3590","1689"
"25679","1901","20","3591","1690"
"25680","1900","20","3591","1691"
"25704","1899","20","3591","1692"
"25708","1900","20","3592","1692"
"25709","1899","20","3595","1696"
"25710","1900","20","3598","1698"
"25711","1897","20","3599","1702"
"25712","1900","20","3602","1702"
"25713","1902","20","3604","1702"
"25714","1903","20","3605","1702"
"25715","1904","20","3606","1702"
"25720","1903","20","3606","1703"
"25727","1902","20","3606","1704"
"25744","1903","20","3607","1704"
"25745","1904","20","3608","1704"
"25757","1904","20","3609","1705"
"25758","1903","20","3610","1707"
"25759","1905","20","3614","1709"
"25760","1906","20","3618","1712"
"25761","1908","20","3623","1715"
"25762","1908","20","3624","1716"
"25763","1909","20","3625","1716"
"25765","1908","20","3625","1717"
"25777","1909","20","3626","1717"
"25778","1910","20","3627","1717"
"25789","1911","20","3628","1717"
"25808","1909","20","3629","1720"
"25809","1908","20","3631","1723"
"25810","1913","20","3637","1724"
"25811","1917","20","3642","1725"
"25812","1922","20","3648","1726"
"25813","1921","20","3649","1728"
"25814","1923","20","3651","1728"
"25815","1925","20","3653","1728"
"25816","1926","20","3654","1728"
"25826","1925","20","3654","1729"
"25827","1926","20","3655","1729"
"25833","1927","20","3656","1729"
"25840","1928","20","3657","1729"
"25848","1927","20","3657","1730"
"25851","1928","20","3658","1730"
"25857","1927","20","3658","1731"
"25858","1923","20","3658","1735"
"25859","1921","20","3661","1740"
"25860","1924","20","3665","1741"
"25861","1928","20","3670","1742"
"25863","1928","20","3671","1743"
"25864","1929","20","3672","1743"
"25865","1930","20","3673","1743"
"25871","1928","20","3673","1745"
"25872","1927","20","3673","1746"
"25874","1926","20","3673","1747"
"25876","1927","20","3674","1747"
"25877","1928","20","3675","1747"
"25879","1927","20","3675","1748"
"25894","1926","20","3675","1749"
"25908","1924","20","3675","1751"
"25909","1926","20","3680","1754"
"25910","1930","20","3685","1755"
"25911","1931","20","3686","1755"
"25912","1934","20","3690","1756"
"25913","1935","20","3692","1757"
"25915","1936","20","3693","1757"
"25916","1937","20","3695","1758"
"25917","1936","20","3695","1759"
"25918","1937","20","3696","1759"
"25919","1938","20","3697","1759"
"25922","1937","20","3697","1760"
"25924","1936","20","3697","1761"
"25937","1936","20","3698","1762"
"25942","1937","20","3699","1762"
"25947","1938","20","3700","1762"
"25948","1939","20","3701","1762"
"25958","1941","20","3703","1762"
"25959","1943","20","3705","1762"
"25960","1947","20","3710","1763"
"25961","1948","20","3713","1765"
"25962","1948","20","3714","1766"
"25963","1952","20","3718","1766"
"25964","1953","20","3719","1766"
"25973","1955","20","3721","1766"
"25988","1956","20","3722","1766"
"25993","1957","20","3723","1766"
"26008","1952","20","3723","1771"
"26009","1954","20","3725","1771"
"26010","1953","20","3727","1774"
"26011","1956","20","3732","1776"
"26012","1957","20","3733","1776"
"26013","1960","20","3736","1776"
"26014","1961","20","3737","1776"
"26016","1962","20","3738","1776"
"26020","1963","20","3739","1776"
"26022","1964","20","3740","1776"
"26023","1963","20","3740","1777"
"26026","1964","20","3741","1777"
"26034","1963","20","3741","1778"
"26036","1962","20","3741","1779"
"26038","1963","20","3742","1779"
"26042","1964","20","3743","1779"
"26057","1963","20","3743","1780"
"26059","1965","20","3745","1780"
"26060","1967","20","3750","1783"
"26061","1972","20","3756","1784"
"26062","1975","20","3760","1785"
"26063","1974","20","3760","1786"
"26064","1976","20","3762","1786"
"26065","1978","20","3764","1786"
"26071","1977","20","3764","1787"
"26075","1978","20","3765","1787"
"26079","1979","20","3766","1787"
"26084","1978","20","3766","1788"
"26085","1980","20","3768","1788"
"26086","1981","20","3769","1788"
"26109","1979","20","3770","1791"
"26110","1980","20","3773","1793"
"26111","1982","20","3777","1795"
"26112","1985","20","3780","1795"
"26113","1985","20","3781","1796"
"26114","1986","20","3782","1796"
"26115","1988","20","3784","1796"
"26118","1987","20","3784","1797"
"26120","1988","20","3785","1797"
"26123","1989","20","3786","1797"
"26124","1990","20","3787","1797"
"26125","1989","20","3787","1798"
"26136","1990","20","3788","1798"
"26144","1991","20","3789","1798"
"26147","1992","20","3790","1798"
"26158","1993","20","3792","1799"
"26159","1997","20","3796","1799"
"26160","2000","20","3800","1800"
"26161","1998","20","3802","1804"
"26162","1995","20","3802","1807"
"26163","1998","20","3806","1808"
"26170","1998","20","3807","1809"
"26173","1999","20","3808","1809"
"26182","1998","20","3808","1810"
"26183","1997","20","3808","1811"
"26185","1998","20","3809","1811"
"26196","1999","20","3810","1811"
"26209","2001","20","3813","1812"
"26210","2002","20","3816","1814"
"26211","2000","20","3821","1821"
"26213","2001","20","3822","1821"
"26214","2003","20","3824","1821"
"26217","2004","20","3825","1821"
"26219","2003","20","3825","1822"
"26221","2004","20","3826","1822"
"26227","2003","20","3826","1823"
"26231","2002","20","3826","1824"
"26239","2003","20","3827","1824"
"26242","2004","20","3828","1824"
"26249","2005","20","3829","1824"
"26258","2004","20","3829","1825"
"26259","2005","20","3832","1827"
"26260","2005","20","3835","1830"
"26261","2008","20","3838","1830"
"26262","2009","20","3840","1831"
"26263","2010","20","3842","1832"
"26266","2011","20","3843","1832"
"26267","2012","20","3844","1832"
"26271","2013","20","3845","1832"
"26280","2014","20","3846","1832"
"26291","2015","20","3847","1832"
"26302","2016","20","3848","1832"
"26303","2015","20","3848","1833"
"26308","2011","20","3848","1837"
"26309","2009","20","3849","1840"
"26310","2011","20","3853","1842"
"26311","2017","20","3861","1844"
"26312","2019","20","3864","1845"
"26313","2021","20","3866","1845"
"26314","2024","20","3869","1845"
"26315","2025","20","3870","1845"
"26316","2026","20","3871","1845"
"26317","2027","20","3872","1845"
"26319","2028","20","3873","1845"
"26324","2028","20","3874","1846"
"26325","2029","20","3875","1846"
"26326","2028","20","3875","1847"
"26329","2029","20","3876","1847"
"26330","2030","20","3877","1847"
"26331","2032","20","3879","1847"
"26337","2031","20","3879","1848"
"26342","2033","20","3881","1848"
"26343","2034","20","3882","1848"
"26352","2035","20","3883","1848"
"26357","2034","20","3883","1849"
"26358","2030","20","3883","1853"
"26359","2029","20","3883","1854"
"26360","2031","20","3887","1856"
"26361","2031","20","3889","1858"
"26362","2029","20","3889","1860"
"26363","2031","20","3892","1861"
"26364","2032","20","3893","1861"
"26365","2031","20","3893","1862"
"26374","2032","20","3894","1862"
"26383","2033","20","3895","1862"
"26394","2034","20","3896","1862"
"26405","2033","20","3896","1863"
"26407","2032","20","3896","1864"
"26408","2028","20","3897","1869"
"26409","2028","20","3899","1871"
"26410","2028","20","3900","1872"
"26411","2028","20","3905","1877"
"26412","2026","20","3905","1879"
"26413","2028","20","3907","1879"
"26414","2029","20","3908","1879"
"26415","2030","20","3909","1879"
"26429","2029","20","3909","1880"
"26430","2030","20","3910","1880"
"26431","2031","20","3911","1880"
"26437","2032","20","3912","1880"
"26445","2033","20","3913","1880"
"26446","2033","20","3914","1881"
"26447","2034","20","3915","1881"
"26458","2033","20","3915","1882"
"26459","2031","20","3918","1887"
"26460","2034","20","3923","1889"
"26461","2038","20","3927","1889"
"26462","2036","20","3928","1892"
"26476","2035","20","3928","1893"
"26478","2036","20","3929","1893"
"26481","2037","20","3930","1893"
"26496","2038","20","3931","1893"
"26497","2037","20","3931","1894"
"26508","2037","20","3932","1895"
"26509","2037","20","3934","1897"
"26510","2037","20","3938","1901"
"26511","2039","20","3940","1901"
"26512","2041","20","3943","1902"
"26513","2038","20","3944","1906"
"26514","2037","20","3945","1908"
"26515","2038","20","3946","1908"
"26525","2037","20","3946","1909"
"26528","2036","20","3946","1910"
"26530","2038","20","3948","1910"
"26531","2039","20","3949","1910"
"26537","2038","20","3949","1911"
"26543","2039","20","3950","1911"
"26547","2039","20","3951","1912"
"26557","2040","20","3952","1912"
"26558","2042","20","3956","1914"
"26559","2043","20","3957","1914"
"26560","2046","20","3961","1915"
"26561","2044","20","3962","1918"
"26562","2042","20","3963","1921"
"26563","2044","20","3966","1922"
"26564","2042","20","3966","1924"
"26575","2043","20","3967","1924"
"26587","2045","20","3969","1924"
"26593","2046","20","3970","1924"
"26595","2048","20","3972","1924"
"26597","2049","20","3973","1924"
"26600","2050","20","3974","1924"
